Timestamp_Readable,Src_IP,Dst_IP,EventType,event_count,Details,Source
2021-05-12 07:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 07:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 07:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 07:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 07:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 08:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 08:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 08:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 08:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 08:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 09:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 09:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 09:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 09:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 09:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 10:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 10:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 10:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 10:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 10:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 11:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 11:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 11:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 11:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 11:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 12:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 12:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 12:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 12:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 12:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 13:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:137 (victim/zombie) moved laterally to 10.16.1.255:137 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 13:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 13:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 13:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 13:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 14:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 14:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 14:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 14:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 14:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 15:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 15:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 15:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 15:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 15:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 16:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 16:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 16:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 16:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 16:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 17:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 17:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 17:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 17:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 17:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 18:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 18:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 18:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 18:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 18:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 19:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 19:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 19:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 19:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 19:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 20:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 20:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 20:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 20:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 20:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 21:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 21:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 21:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 21:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 21:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 22:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 22:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 22:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 22:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 22:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 23:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 23:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 23:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 23:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 23:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 00:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 00:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 00:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 00:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 00:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 01:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 01:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 01:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 01:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 01:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 02:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 02:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 02:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 02:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 02:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 03:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 03:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 03:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 03:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 03:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 04:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 04:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 04:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 04:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 04:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 05:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 05:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 05:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 05:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 05:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 06:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 06:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 06:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 06:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 06:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 07:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 07:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 07:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 07:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 07:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 08:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 08:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 08:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 08:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 08:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 09:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 09:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 09:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 09:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 09:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 10:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 10:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 10:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 10:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 10:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-13 11:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
