Timestamp_Readable,Src_IP,Dst_IP,EventType,event_count,Details,Source
2021-05-10 09:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 09:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 09:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 09:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 09:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 10:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 10:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 10:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 10:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 10:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 10:55:00,10.12.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-55.58875698323129)}",Anomaly Log
2021-05-10 11:05:00,10.12.1.3,10.12.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-57.544104307167956)}",Anomaly Log
2021-05-10 11:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:15:00,10.12.1.1,10.12.1.2,Lateral Movement,1,Node 10.12.1.1:47015 (victim/zombie) moved laterally to 10.12.1.2:4444 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:25:00,10.12.1.3,10.12.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-76.2475109438416)}",Anomaly Log
2021-05-10 11:25:00,10.12.1.2,10.12.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2706.9584038472276)}",Anomaly Log
2021-05-10 11:25:00,10.12.1.3,10.12.1.2,Lateral Movement,1,Node 10.12.1.3:nan (victim/zombie) moved laterally to 10.12.1.2:nan in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:30:00,10.12.1.1,10.12.1.2,Direct Attack,2,"BRUTE_FORCE - {'host_ip': '10.12.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(10000.0)}",Anomaly Log
2021-05-10 11:30:00,10.12.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-77.49576817139443)}",Anomaly Log
2021-05-10 11:30:00,10.12.1.2,10.12.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1759.3715389642637)}",Anomaly Log
2021-05-10 11:35:00,10.12.1.1,10.12.1.2,Lateral Movement,1,Node 10.12.1.1:56198 (victim/zombie) moved laterally to 10.12.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:35:00,10.12.1.2,10.12.1.3,Reverse CC Connection,1,"Node 10.12.1.2:nan (Zombie) connected back to Zombie 10.12.1.3:nan (same subnet, time window satisfied)",Inferred Logic
2021-05-10 11:40:00,10.12.1.1,10.12.1.2,Persistence 3,1,Node 10.12.1.1:56199 connected to 10.12.1.2:22 soon after CC (10.12.1.2:?->10.12.1.3:?),Inferred Logic
2021-05-10 11:40:00,10.12.1.2,34.107.221.82,Direct Attack,2,"BRUTE_FORCE - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1189.362832566961)}",Anomaly Log
2021-05-10 11:40:00,10.12.1.2,10.12.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2144.2183361558427)}",Anomaly Log
2021-05-10 11:40:00,10.12.1.3,10.12.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-50.77514163907681)}",Anomaly Log
2021-05-10 11:40:00,10.12.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-50.77514163907681)}",Anomaly Log
2021-05-10 11:45:00,10.12.1.2,34.107.221.82,Direct Attack,2,"BRUTE_FORCE - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1382.329214971237)}",Anomaly Log
2021-05-10 11:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 11:45:00,10.12.1.2,10.12.1.3,Reverse CC Connection,1,"Node 10.12.1.2:49468 (Zombie) connected back to Zombie 10.12.1.3:80 (same subnet, time window satisfied)",Inferred Logic
2021-05-10 11:50:00,10.12.1.2,34.107.221.82,Direct Attack,2,"BRUTE_FORCE - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(852.7268911693777)}",Anomaly Log
2021-05-10 11:55:00,10.12.1.2,34.107.221.82,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1020.9871032003858)}",Anomaly Log
2021-05-10 11:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 12:00:00,10.12.1.2,34.107.221.82,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(536.3226436027032)}",Anomaly Log
2021-05-10 12:05:00,10.12.1.2,34.107.221.82,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1129.6410551798035)}",Anomaly Log
2021-05-10 12:10:00,10.12.1.2,34.107.221.82,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1005.6055902341782)}",Anomaly Log
2021-05-10 12:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 12:15:00,10.12.1.2,34.107.221.82,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(584.5791368699794)}",Anomaly Log
2021-05-10 12:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 12:20:00,10.12.1.2,34.107.221.82,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.12.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(937.336679677383)}",Anomaly Log
2021-05-10 12:25:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
